"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","url","categoryName"
"S M W PROJECT MANAGEMENT SERVICES CO.","5","41","Technic Building - Salah Al Din St",,"Dubai","AE","https://www.smwfixservices.ae/","+971 56 143 3071","Repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=S%20M%20W%20PROJECT%20MANAGEMENT%20SERVICES%20CO.&query_place_id=ChIJqS1bkuVdXz4R3Dixb_OWx8w","Repair service"
"Saiful Car Repair & Battery Fixing Dubai","5","57",,,"Dubai","AE","https://24carservicedubai.com/","+971 54 569 5980","Auto repair shop","Auto air conditioning service","Auto bodywork mechanic","Auto electrical service","Auto parts store","Auto radiator repair service","Car battery store","Mechanic","Oil change service","Tire repair shop",,"https://www.google.com/maps/search/?api=1&query=Saiful%20Car%20Repair%20%26%20Battery%20Fixing%20Dubai&query_place_id=ChIJ7eLbFPEtjmER2vAPZJWss7s","Auto repair shop"
"CAR AC REPAIR & OIL CHANGE","4.4","9","6CF9+X6J - 24B St",,"Dubai","AE",,"+971 55 292 9405","Auto repair shop",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CAR%20AC%20REPAIR%20%26%20OIL%20CHANGE&query_place_id=ChIJ08yHfQBhXz4Rn1abyMm4WKk","Auto repair shop"
"ABDULHAMEED ALKHOORY TECHNICAL SERVICES LLC - Solar Water Heater, Solar Water Heater Dubai","4.1","33","Warehouse 13 - 63 5 D St",,"Dubai","AE","https://www.aatechnics.com/","+971 50 413 9177","Air conditioning repair service","Solar hot water system supplier",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ABDULHAMEED%20ALKHOORY%20TECHNICAL%20SERVICES%20LLC%20-%20Solar%20Water%20Heater%2C%20Solar%20Water%20Heater%20Dubai&query_place_id=ChIJ2dpZVKhdXz4RLrpxPFxbgL0","Air conditioning repair service"
"ISRA ALLAYL Technical Services","4.7","11","Bin Thani Residence Building office Entrance M-09",,"Dubai","AE",,"+971 50 507 8247","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ISRA%20ALLAYL%20Technical%20Services&query_place_id=ChIJx2d47zhdXz4Rkbrma0ku2wU","Air conditioning repair service"
"SAFARIO AC Maintenance LLC","3.5","16","2A St",,"Dubai","AE","https://safario.com/","+971 4 269 6964","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SAFARIO%20AC%20Maintenance%20LLC&query_place_id=ChIJ6R_SEmZdXz4RqVayzv04sC8","Air conditioning repair service"
"Fixwix Handyman - AC Repair - Plumber - Aluminum & Glass Work","3","6",,,,,"https://fixwix.ae/","+971 56 437 8655","Air conditioning repair service","Handyman/Handywoman/Handyperson","Aluminum window","Carpenter","Curtain supplier and maker","Service establishment","Glass repair service","Painting","Plumber",,,"https://www.google.com/maps/search/?api=1&query=Fixwix%20Handyman%20-%20AC%20Repair%20-%20Plumber%20-%20Aluminum%20%26%20Glass%20Work&query_place_id=ChIJOa1a7BRDXz4RoFf_ZLcJupM","Air conditioning repair service"
"Coldway Aircone Ac Installation","5","17",,,,,,"+971 56 314 4628","Air conditioning repair service","Auto air conditioning service","Service establishment","Handyman/Handywoman/Handyperson","HVAC contractor",,,,,,,"https://www.google.com/maps/search/?api=1&query=Coldway%20Aircone%20Ac%20Installation&query_place_id=ChIJRfSSgXJnXz4RxQLGS5-mwCA","Air conditioning repair service"
"Prime Home Technicians","5","33","Owned by Capital Limited - Office M2-249 - Al Mateena St",,"Dubai","AE","https://primehometechnicians.com/","+971 50 554 3495","Air conditioning repair service","Air conditioning contractor","Home automation company","Auto air conditioning service","Bathroom remodeler","Heating contractor","HVAC contractor","Kitchen remodeler","Paint store","Plumber",,"https://www.google.com/maps/search/?api=1&query=Prime%20Home%20Technicians&query_place_id=ChIJleOV8pcdDAIRKQhOpvK12Fo","Air conditioning repair service"
"Dubai Repairs","4.1","92","Karama Gold Building - Shop # G16",,"Dubai","AE","https://www.dubairepairs.org/","+971 58 187 3003","Repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dubai%20Repairs&query_place_id=ChIJDbmljd1DXz4RS-bP01q6XLw","Repair service"
"AR Technical & Cleaning Services Dubai - UAE",,,"AR Technical & Cleaning Services Office 1 King Ibrahim Saeed Ahmed Lootah Umm Ramool D520",,"Dubai","AE","http://www.artechservice.com/","+971 58 535 3420","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AR%20Technical%20%26%20Cleaning%20Services%20Dubai%20-%20UAE&query_place_id=ChIJB8MZXKRdXz4RUrRqCO0czsw","Air conditioning repair service"
"Al Tawahaj Technical","5",,"Metro Station, Alyaqub Building A - Block office # 514 - near Al Rigga Road",,"Dubai","AE","https://attechnicalserviceco.com/","+971 52 523 6794","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Tawahaj%20Technical&query_place_id=ChIJVZUXpn6xIY8RAJtd3Ik4IZE","Air conditioning repair service"
"SK Technical Services Dubai","5",,"Al Zarooni Building",,"Dubai","AE","https://sktechnical.ae/","+971 55 927 8585","Appliance repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SK%20Technical%20Services%20Dubai&query_place_id=ChIJXS2_ekFDXz4R0T8Xt99Ualw","Appliance repair service"
"Saifee Air Conditioners","5",,"78F3+2C7 - 20th St",,"Dubai","AE","http://www.saifeeac.com/","+971 4 273 3033","Air conditioning repair service","Air conditioning contractor","Air conditioning store","Air conditioning system supplier",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Saifee%20Air%20Conditioners&query_place_id=ChIJGZdsoxFDXz4RdBnOHtAI8m0","Air conditioning repair service"
"KVC TECHNICAL SERVICES CO. L.L.C","4.5",,"Ansar Gallery Building, Hamsah-A Building - Office 0438 - 3A St",,"Dubai","AE","https://www.kvctechnical.com/","+971 56 560 0178","Property maintenance","Air compressor repair service","Appliance repair service","Carpenter","Construction company","Electrical installation service","Electrician","Handyman/Handywoman/Handyperson","Home improvement store","Plumber",,"https://www.google.com/maps/search/?api=1&query=KVC%20TECHNICAL%20SERVICES%20CO.%20L.L.C&query_place_id=ChIJGwnoTFNDXz4RR-3GrVzZEtY","Property maintenance"
"GeeM Home","4.5",,"Nouf Tower - Umm Hurair Rd",,"Dubai","AE","https://geem.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_listing&utm_content=website_link","+971 800 4336","Property maintenance","Air compressor repair service","Air duct cleaning service","Building restoration service","Electrician","Handyman/Handywoman/Handyperson","HVAC contractor","Painter","Plumber","Water tank cleaning service",,"https://www.google.com/maps/search/?api=1&query=GeeM%20Home&query_place_id=ChIJtfyvEwBdXz4R6N4zotTcsPc","Property maintenance"
"Grace Vision Technical Services LLC , Dubai , U.A.E.","5",,"Al Safia Building - B01",,"Dubai","AE","https://www.gracevision.in/","+971 52 876 1709","Property maintenance","Air conditioning contractor","Bathroom remodeler","Electrical repair shop","Sanitation service","Swimming pool",,,,,,"https://www.google.com/maps/search/?api=1&query=Grace%20Vision%20Technical%20Services%20LLC%20%2C%20Dubai%20%2C%20U.A.E.&query_place_id=ChIJt07lZmBpXz4Rp6R6uaC4Dac","Property maintenance"
"Transguard Living","3.9",,"Emirate Group Security - Building B Block 2nd Floor",,"Dubai","AE","http://transguardliving.com/","+971 800 845","Property maintenance","Air conditioning repair service","Air duct cleaning service","Electrical installation service","Electrician","Handyman/Handywoman/Handyperson","Home help service agency","House cleaning service","Packaging company","Plumber",,"https://www.google.com/maps/search/?api=1&query=Transguard%20Living&query_place_id=ChIJ5SS7N9BdXz4Rw465txLabvw","Property maintenance"
"Aevitas Air Conditioning Systems Installation & Maintenance L.L.C","4.5",,"Flower of Garhoud Building - office no. 102",,"Dubai","AE",,"+971 4 259 4903","Air conditioning contractor","Mechanical contractor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aevitas%20Air%20Conditioning%20Systems%20Installation%20%26%20Maintenance%20L.L.C&query_place_id=ChIJcTdC1RldXz4RGtgKt2pi2F4","Air conditioning contractor"
"MRD Repairs - A Complete Solution","4.4","74","Karama Gold Building - Shop G-16 - 47C St",,"Dubai","AE","http://www.mobilerepairsdubai.com/","+971 52 467 4030","Handyman/Handywoman/Handyperson","Air conditioning contractor","Carpenter","Electrician","Electronics repair shop","Glasses repair service","Locksmith","Luggage repair service","Plumber","Watch repair service",,"https://www.google.com/maps/search/?api=1&query=MRD%20Repairs%20-%20A%20Complete%20Solution&query_place_id=ChIJn_tRbtdCXz4RZyEENr7OOkU","Handyman/Handywoman/Handyperson"
"Al Chaman Auto Repairing L.L.C","4.9","104","2 St",,"Dubai","AE",,"+971 55 417 7786","Auto repair shop",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Chaman%20Auto%20Repairing%20L.L.C&query_place_id=ChIJDT3d3-5DXz4RKWo7bpZp7Ww","Auto repair shop"
"Shahid air conditioner and washing machine repair","5","1","Jan 6 - building shop 6 Al Fahidi St",,"Dubai","AE","https://actechniciandubai.ae/","+971 55 523 9052","Air conditioning repair service","Air conditioning contractor","Repair service","HVAC contractor",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Shahid%20air%20conditioner%20and%20washing%20machine%20repair&query_place_id=ChIJ_4yIcBxDXz4RUoljjJWdjyA","Air conditioning repair service"
"SAFARIO Trading Co LLC","4.5","15","4 13A St",,"Dubai","AE","http://www.safario.com/","+971 4 266 4081","Air conditioning system supplier",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SAFARIO%20Trading%20Co%20LLC&query_place_id=ChIJa0XVmzVdXz4RcEYfWB-5Z-Q","Air conditioning system supplier"
"SnapFixNow – MEP & Facility Management | Building Maintenance Dubai, UAE","5","62","The Plaza - Baniyas Rd",,"Dubai","AE","https://www.snapfixnow.com/","+971 50 500 8186","Air conditioning repair service","Air conditioning contractor","Property maintenance","Carpenter","Electrician","General contractor","Handyman/Handywoman/Handyperson","HVAC contractor","Painting","Plumber",,"https://www.google.com/maps/search/?api=1&query=SnapFixNow%20%E2%80%93%20MEP%20%26%20Facility%20Management%20%7C%20Building%20Maintenance%20Dubai%2C%20UAE&query_place_id=ChIJJfnECrFDXz4RdpNPeB0WgM4","Air conditioning repair service"
"Auto ac repair","5","21","4A St",,"Dubai","AE",,"+971 52 352 5749","Auto repair shop",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Auto%20ac%20repair&query_place_id=ChIJg3wtKwBdXz4RKiDvOqNl4fI","Auto repair shop"
"Car Service and Battery Replacement in Dubai","5","78","15 7 St",,"Dubai","AE","https://carserviceandbaterryreplecmentindubai.com/","+971 56 237 9868","Repair service","Auto painting","Auto radiator repair service","Car battery store","Mechanic",,,,,,,"https://www.google.com/maps/search/?api=1&query=Car%20Service%20and%20Battery%20Replacement%20in%20Dubai&query_place_id=ChIJ3Rqn4AZDXz4RDzfDBbdtAQc","Repair service"
"Al Safran Technical Services (Ac maintenance and repair, Dubai Chilled water FCU/AHU. Dubai Duct works GI and PI)",,,"Global Hostel - Metro station - opposite side of Al Madina Hypermarket",,"Dubai","AE",,"+971 55 890 8664","Air conditioning repair service","Air conditioning contractor","Air conditioning store","Air conditioning system supplier","Air duct cleaning service","HVAC contractor",,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Safran%20Technical%20Services%20(Ac%20maintenance%20and%20repair%2C%20Dubai%20Chilled%20water%20FCU%2FAHU.%20Dubai%20Duct%20works%20GI%20and%20PI)&query_place_id=ChIJObN9ooAMjCUR1QCS1gYIRNM","Air conditioning repair service"
"Fixit Repairing & Maintenance Company","3.6","15","Karama Gold Building - 47C St",,"Dubai","AE","https://www.fixituae.org/","+971 52 211 2800","Property maintenance","Car battery store","Carpenter","Cell phone store","Electrician","Key duplication service","Plumber","Rubber stamp store","Shoe repair shop","Watch repair service",,"https://www.google.com/maps/search/?api=1&query=Fixit%20Repairing%20%26%20Maintenance%20Company&query_place_id=ChIJ-_4nePxCXz4Rt2L2rQ_RFZk","Property maintenance"
"Al Kaser Garage Car Repair Services in Dubai","4.5","172","7B Street",,"Dubai","AE","http://www.alkasergarage.com/","+971 56 312 6029","Auto repair shop","Auto bodywork mechanic","Car repair and maintenance service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Kaser%20Garage%20Car%20Repair%20Services%20in%20Dubai&query_place_id=ChIJgbvUw4ldXz4RklIN0ClqeUs","Auto repair shop"
"RightFixers Handyman Dubai Services","4.8","17","Khalid Bin Al Waleed Rd",,"Dubai","AE","https://www.rightfixers.com/","+971 56 996 9931","Air conditioning repair service","Handyman/Handywoman/Handyperson","Air duct cleaning service","Electrical repair shop","Gypsum product supplier","Masonry contractor","Painting","Plumber","Wallpaper installer","Washer & dryer repair service",,"https://www.google.com/maps/search/?api=1&query=RightFixers%20Handyman%20Dubai%20Services&query_place_id=ChIJ6-ELCjxDXz4RxJwqANnmLx0","Air conditioning repair service"
"Increation Technical Services in Dubai-Building Maintenance in Dubai | Painting & Plumbing Works | Gypsum Works in Dubai","4","7",,,"Dubai","AE","https://increationuae.com/","+971 55 226 3810","Air conditioning repair service","Air conditioning contractor","Interior Decorator","Home automation company","Interior designer","Interior fitting contractor","Plumbing supply store","Security system installation service","Telecommunications service provider",,,"https://www.google.com/maps/search/?api=1&query=Increation%20Technical%20Services%20in%20Dubai-Building%20Maintenance%20in%20Dubai%20%7C%20Painting%20%26%20Plumbing%20Works%20%7C%20Gypsum%20Works%20in%20Dubai&query_place_id=ChIJQXTX5OhdXz4RupyuVdSPgc4","Air conditioning repair service"
"Kool Koncept Technical Services L.L.C.","4.8","4",,,,,,"+971 55 586 4372","Air conditioning repair service","Air compressor repair service","Air conditioning store","Air conditioning system supplier","Air duct cleaning service","Service establishment",,,,,,"https://www.google.com/maps/search/?api=1&query=Kool%20Koncept%20Technical%20Services%20L.L.C.&query_place_id=ChIJLXa1HPRnXz4R3ZWkpYzlCGQ","Air conditioning repair service"
"Home Ac service or All air conditioning clean split window duck and chilar Ac in Dubai",,,,,,,,"+971 55 816 2716","HVAC contractor","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Home%20Ac%20service%20or%20All%20air%20conditioning%20clean%20split%20window%20duck%20and%20chilar%20Ac%20in%20Dubai&query_place_id=ChIJ-Ro8Owvv30kReoC30WYjUBA","HVAC contractor"
"Ensure Service Dubai","4.4","54","Green Land Co. LLC - Al Mozna Building - Office No M-08",,"Dubai","AE","http://ensureservices.ae/","+971 50 968 0885","Air conditioning repair service","Water tank cleaning service","Air duct cleaning service","Auto air conditioning service","House cleaning service",,,,,,,"https://www.google.com/maps/search/?api=1&query=Ensure%20Service%20Dubai&query_place_id=ChIJgyKWFuJdXz4RgKDU_P5VsAs","Air conditioning repair service"
"Tanmiq Technical Services","5",,"Gulf Towers",,"Dubai","AE","http://www.tanmiq.com/","+971 58 588 7801","Property maintenance",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tanmiq%20Technical%20Services&query_place_id=ChIJu2GC2XVbS6kRLMzc1yJsTRY","Property maintenance"
"Rio Time Technical Services LLC",,,"Ascon House Building - 177, Salah Al Din Road, Al MAteena, Deira - 7th Floor",,"Dubai","AE","https://riotime.ae/","+971 55 262 5454","Air conditioning repair service","Air duct cleaning service","Computer networking service","Home automation company","Security system installation service","Water tank cleaning service",,,,,,"https://www.google.com/maps/search/?api=1&query=Rio%20Time%20Technical%20Services%20LLC&query_place_id=ChIJB10TpFtdXz4RvfGeagbF77M","Air conditioning repair service"
"Barjeel Air Conditioning Services LLC","4.8",,"285 Damascus Street",,"Dubai","AE","https://barjeelac.com/","+971 56 651 5438","Construction company",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Barjeel%20Air%20Conditioning%20Services%20LLC&query_place_id=ChIJ5z0VxuJdXz4RLtAFbBNrq2c","Construction company"
"PCB, VFD, AC DC DRIVE, SERVO DRIVE, BIOMEDICAL, VFD REPAIR, PLC, CNC, HMI REPAIR SERVICES - EPOCH TECHNICAL","4.6",,"Muhaisnah 4 Al Meezan Tower (Fewa Building 2nd Floor , Office 201",,"Dubai","AE","https://epochtechnical.com/","+971 50 280 6646","Repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PCB%2C%20VFD%2C%20AC%20DC%20DRIVE%2C%20SERVO%20DRIVE%2C%20BIOMEDICAL%2C%20VFD%20REPAIR%2C%20PLC%2C%20CNC%2C%20HMI%20REPAIR%20SERVICES%20-%20EPOCH%20TECHNICAL&query_place_id=ChIJ0Q5w0_VdXz4R45wIcNH0kTI","Repair service"
"AST Technical Services","4.3",,"Frij, Abdul Rahman Building - Post Box: 57770 - 205 Naif Rd",,"Dubai","AE","https://asttechnicalservice.com/","+971 52 766 6727","Property maintenance","Apartment building","Building designer","Carpenter","Construction company","Painting",,,,,,"https://www.google.com/maps/search/?api=1&query=AST%20Technical%20Services&query_place_id=ChIJRxrrR8NDXz4RJtnavnMLdaA","Property maintenance"
"Dream Zone Service","4.8",,"68V4+RC9 DreamZone, Al Khazna Centre - Shop No. 6,7 - 8 - D77 27B St",,"Dubai","AE","http://www.dreamzoneservice.com/","+971 50 917 4881","Property maintenance",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dream%20Zone%20Service&query_place_id=ChIJSw6SKj4xkIoRKA95i-mzWnQ","Property maintenance"
"Maxicare Facility Management Services","4.5",,"fisrt Floor, Al Rostamani Building (Al Qiyada Building) - office 118 Al Ittihad Rd",,"Dubai","AE","http://maxicareme.com/","+971 55 983 6078","Swimming pool repair service","Electrician","Indoor swimming pool","Landscape architect","Moving and storage service","Mover","Pest control service","Property maintenance","Swimming pool contractor",,,"https://www.google.com/maps/search/?api=1&query=Maxicare%20Facility%20Management%20Services&query_place_id=ChIJG54xAzlDXz4RR0JYl6wizNA","Swimming pool repair service"
